paper_id,title,file_name,category,year,priority,extraction_quality,evidence_type,claim_type,evidence_text,figure_table_source,page_est,keyword,confidence,relevance,ml_feature_candidate,needs_manual_check,title_needs_cleanup
P069,JournalofScience:AdvancedMaterialsandDevices3(2018)1e17,P069_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2018,low,partial,excerpt,general,"are typically fragile and possess low dielectric strength [34]. volumeofthematterisstrictlyconfinedthenapolarizationphe- Though,polymershaverelativelylowdielectricpermittivity,they nomenontakesplaceor(ii)iftheelectricalchargesinthematerials",line 163,5,polarization,medium,standard,FALSE,TRUE,TRUE
P069,JournalofScience:AdvancedMaterialsandDevices3(2018)1e17,P069_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2018,low,partial,excerpt,general,"identifyandovercometheeffectofspacechargepolarizationatthe electrode/solidelectrolyteinterface,itiscrucialtocarryouttheac whereZ real andZ img aretherealandimaginarypartsoftheelec-",line 170,5,polarization,medium,standard,FALSE,TRUE,TRUE
P069,JournalofScience:AdvancedMaterialsandDevices3(2018)1e17,P069_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2018,low,partial,performance_data,measurement,Dielectric constant: 0,text extraction,,performance,medium,standard,TRUE,TRUE,TRUE
P069,JournalofScience:AdvancedMaterialsandDevices3(2018)1e17,P069_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2018,low,partial,figure_caption,measurement,"Chemicalstructuresofsomepolarpolymerswidelyusedforpolymerelectrolytes:(a)Poly(ethyleneoxide)(PEO),(b)Poly(vinylalcohol)(PVA),(c)Poly(methylmethacrylate)
(PMMA),(d)Poly(
conductivity [10]. Polymer electrolytes comprise both crystalline electricalconductivitycanbeimprovedbyincorporatingtheplas-
and am",Figure 1,,Figure 1,medium,standard,FALSE,TRUE,TRUE
P069,JournalofScience:AdvancedMaterialsandDevices3(2018)1e17,P069_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2018,low,partial,figure_caption,measurement,"ColeeColeplotsandtheirequivalentcircuitsfor(a)apureresistor,(b)apurecapacitor,(c)acapacitorandaresistorinseries,(d)acapacitorandaresistorintheparallel
combination,and(e)aleakysystem[48].Resistorisrepresentedbythesymbol andcapacitorrepresentedby .
12
10
8
6
R = 622 Ohm
b
4
2
0
0 2 4 6 8 10 12 14
Z (O",Figure 3,,Figure 3,medium,standard,FALSE,TRUE,TRUE
P069,JournalofScience:AdvancedMaterialsandDevices3(2018)1e17,P069_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2018,low,partial,figure_caption,measurement,"Cartoonofionmotioninapolymerhost[62].
8 S.B.Azizetal./JournalofScience:AdvancedMaterialsandDevices3(2018)1e17",Figure 5,,Figure 5,medium,standard,FALSE,TRUE,TRUE
P069,JournalofScience:AdvancedMaterialsandDevices3(2018)1e17,P069_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2018,low,partial,figure_caption,measurement,"SimilarArrheniusbehaviorhasbeenreportedby and intra-chain ion hopping of ion movements and the conduc-
Baskaran et al. [69] and by Kadir et al. [70] for PVA:LiClO4 and tivity of the polymer electrolyte accordingly becomes higher
chitosan-PVA:NH4NO3polymerelectrolytes,respectively. [73,74].
Most of p",Figure 6,,Figure 6,medium,standard,FALSE,TRUE,TRUE
P069,JournalofScience:AdvancedMaterialsandDevices3(2018)1e17,P069_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2018,low,partial,figure_caption,measurement,"TemperaturedependenceofionicconductivityforPVAc:PVdF:LiClO4polymerelectrolytescontainingvariousblendratios[77].
conductivity behavior of solid and nanocomposite polymer elec- dissociationenergy(U)anddielectricpermittivity(ε0)ofthehost
trolytes[4,12,83e86].Iontransportstudyisthesubjectofinvesti- mate",Figure 8,,Figure 8,medium,standard,FALSE,TRUE,TRUE
P069,JournalofScience:AdvancedMaterialsandDevices3(2018)1e17,P069_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2018,low,partial,figure_caption,measurement,Compositiondependenceofdielectricconstant(at1kHz)forPCLasafunctionofLiBOBconcentration(wt.%)atroomtemperature[2].,Figure 10,,Figure 10,medium,standard,FALSE,TRUE,TRUE
P069,JournalofScience:AdvancedMaterialsandDevices3(2018)1e17,P069_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2018,low,partial,figure_caption,measurement,Temperaturedependenceofdcconductivityusing(a)Arrheniusand(b)ReformulatedArrheniusequations[114].,Figure 12,,Figure 12,medium,standard,FALSE,TRUE,TRUE
P077,"Soft, Super-Elastic, All-Polymer Piezoelectric Elastomer for Artificial",P077_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,medium,good,abstract,general,"Piezoelectricsensorsare widelyused inwearabledevices tomimic thefunctionsof
humanskin.However,itisconsiderablychallengingtodevelopsoftpiezoelectricmaterialsthatcan
exhibit high sensitivity, stretchability, super elasticity, and suitable modulus. In this study, a soft
skin-like piezoelectric polymer elastomer composed of poly(vinylidene fluoride) (PVDF) and a
novel elastic substrate polyacrylonitrile is prepared by combining the radical polymerization and
freeze-dryingprocesses.Dipole−dipoleinter",abstract section,1,abstract,high,high_relevance_pu,TRUE,FALSE,FALSE
P077,"Soft, Super-Elastic, All-Polymer Piezoelectric Elastomer for Artificial",P077_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,medium,good,conclusion,method,"Guangzhou 510150, P. R. China; orcid.org/0000-0001-
We report a facile and efficient method to prepare multifunc- 8056-9464; Email: zhoul@gzhmu.edu.cn
tionalpiezoelectricelastomersforsensingapplicationsviaone-
step thermal polymerization without any electrical poling Authors
treatment.TheobtainedPVDF-PANelastomericpolymerwas Youjun Guan − School of Chemical Engineering and Light
greatly improved by exploiting the electric dipole−dipole Industry, Guangdong University of Technology, Guangzhou
inte",conclusion section,end,conclusion,high,high_relevance_pu,TRUE,FALSE,FALSE
P077,"Soft, Super-Elastic, All-Polymer Piezoelectric Elastomer for Artificial",P077_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,medium,good,excerpt,general,"Soft, Super-Elastic, All-Polymer Piezoelectric Elastomer for Artificial Electronic Skin",line 2,1,piezoelectric,medium,high_relevance_pu,FALSE,FALSE,FALSE
P077,"Soft, Super-Elastic, All-Polymer Piezoelectric Elastomer for Artificial",P077_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,medium,good,excerpt,general,"ABSTRACT: Piezoelectricsensorsare widelyused inwearabledevices tomimic thefunctionsof humanskin.However,itisconsiderablychallengingtodevelopsoftpiezoelectricmaterialsthatcan",line 10,1,piezoelectric,medium,standard,FALSE,FALSE,FALSE
P077,"Soft, Super-Elastic, All-Polymer Piezoelectric Elastomer for Artificial",P077_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,medium,good,excerpt,general,"humanskin.However,itisconsiderablychallengingtodevelopsoftpiezoelectricmaterialsthatcan exhibit high sensitivity, stretchability, super elasticity, and suitable modulus. In this study, a soft",line 11,1,piezoelectric,medium,standard,TRUE,FALSE,FALSE
P077,"Soft, Super-Elastic, All-Polymer Piezoelectric Elastomer for Artificial",P077_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,medium,good,excerpt,general,skin-like piezoelectric polymer elastomer composed of poly(vinylidene fluoride) (PVDF) and a novel elastic substrate polyacrylonitrile is prepared by combining the radical polymerization and,line 13,1,pvdf,medium,high_relevance_pu,FALSE,FALSE,FALSE
P077,"Soft, Super-Elastic, All-Polymer Piezoelectric Elastomer for Artificial",P077_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,medium,good,excerpt,general,"freeze-dryingprocesses.Dipole−dipoleinteractionresultsinthephasetransitionofPVDF(αphase toβ phase), which enhances theelectrical andmechanical performances. Thus,we achieve a high",line 15,1,pvdf,medium,standard,FALSE,FALSE,FALSE
P077,"Soft, Super-Elastic, All-Polymer Piezoelectric Elastomer for Artificial",P077_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,medium,good,excerpt,general,"piezoelectric coefficient (d = 63 pC/N), good stretchability (211.3−259.3%), super 33max",line 17,1,piezoelectric,medium,standard,FALSE,FALSE,FALSE
P077,"Soft, Super-Elastic, All-Polymer Piezoelectric Elastomer for Artificial",P077_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,medium,good,figure_caption,measurement,"PreparationprocessandpiezoelectricmechanismdiagramofPVDF-PANelastomer.(a)Schematicprocedureofpreparingdualnetwork
(chemicalcross-linkingandphysicalcross-linking)elastomersandphysicalphotoofthepreparationprocess.(b)Electricoutputmeasurementof
thePVDF-PANelastomersunderanappliedforceof0.5Natafrequency",Figure 1,,Figure 1,medium,high_relevance_pu,FALSE,FALSE,FALSE
P077,"Soft, Super-Elastic, All-Polymer Piezoelectric Elastomer for Artificial",P077_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,medium,good,figure_caption,measurement,"Mechanical performances of the PVDF-PAN elastomer. (a) Compressive and (b) tensile stress−strain curves of the PVDF-PAN
elastomer with different PVDF content. (c) Loading−unloading compression tests of the PVDF12.5-PAN elastomer to a different strain. (d)
Loading−unloadingcompressiontestsofthePVDF-P",Figure 3,,Figure 3,medium,high_relevance_pu,FALSE,FALSE,FALSE
P083,Chem Soc Rev,P083_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2018,low,partial,conclusion,general,"of FSSC cell designs introduces some
emerging electrode materials, including MXenes, metal nitrides, metal–organic frameworks (MOFs),
Received9thJuly2017 polyoxometalates (POMs) and black phosphorus. Some potential practical applications, such as the
development of piezoelectric, photo-, shape-memory, self-healing, electrochromic and integrated
DOI:10.1039/c7cs00505a
sensor-supercapacitors are also discussed. The final section highlights current challenges and future
rsc.li/chem-soc-rev perspect",conclusion section,end,conclusion,medium,standard,FALSE,TRUE,TRUE
