paper_id,title,file_name,year,priority,extraction_quality,evidence_type,claim_type,evidence_text,figure_table_source,page_est,keyword,confidence,relevance,ml_feature_candidate
P057,Science AdvAnceS | ReSeAR ch AR ticLe,P057_unidentified.pdf,2024,low,partial,figure_caption,measurement,"Compleximers are excellently malleable and solvent and moisture resistant. (A) A plasticized sample of S compleximer (20% iL-S ) can be deformed into a
spiral shape upon heating with a heat gun. (B) Large pieces of plasticized S compleximer (35% iL) can be easily molded into a new shape at elevated ",Figure 4,,Figure 4,medium,standard,FALSE
P068,Contents lists available at ScienceDirect,P068_unidentified.pdf,2022,low,partial,conclusion,method,"of the preparation methods of ionic liquid-based gels is illus- polymerization reaction to gelation.[32] Three types of chemical initi-
trated in Fig. 1. ators may be used for the polymerization, including peroxides, azo, and
oxidation–reduction systems.[32,33] Peroxide initiators may be further
2.2.1. Chemical crosslinking for the preparation of poly(ionic liquids) divided into organic and inorganic categories. Inorganic peroxide ini-
hydrogels tiators are mostly used in emulsion and aqueous so",conclusion section,end,conclusion,medium,standard,FALSE
P068,Contents lists available at ScienceDirect,P068_unidentified.pdf,2022,low,partial,excerpt,general,"Ionic liquid-based gels for biomedical applications Yiru Gao, Wenxin Zhang, Linyu Li, Zejun Wang*, Yang Shu*, Jianhua Wang",line 6,1,ionic liquid,medium,standard,FALSE
P068,Contents lists available at ScienceDirect,P068_unidentified.pdf,2022,low,partial,excerpt,general,"Keywords: Ionic liquids (ILs) with ion-pair structures have played unprecedented roles in various fields, e.g., organic syn- Radical polymerization thesis, electrochemistry, analytical sciences and functional materials design. Additionally, the newly exploited",line 10,1,ionic liquid,medium,standard,FALSE
P068,Contents lists available at ScienceDirect,P068_unidentified.pdf,2022,low,partial,excerpt,measurement,"development of ionic liquid gels-based materials. This review summarizes the classification, synthesis, property Hemostasis",line 16,1,ionic liquid,medium,standard,FALSE
P068,Contents lists available at ScienceDirect,P068_unidentified.pdf,2022,low,partial,excerpt,general,"and oriented applications of ionic liquid-based gels with emphasis on biomedical purposes, e.g., antibacterial, antitumor, drug delivery and hemostasis. It aims to offer new perspectives and attract more attentions to open up",line 18,1,ionic liquid,medium,standard,FALSE
P068,Contents lists available at ScienceDirect,P068_unidentified.pdf,2022,low,partial,excerpt,general,the avenue in the biomedical applications of ionic liquid-based gels. liquid-based gels are classified only based on the nature of the contin-,line 20,1,ionic liquid,medium,standard,FALSE
P068,Contents lists available at ScienceDirect,P068_unidentified.pdf,2022,low,partial,excerpt,general,"Ionic liquids are defined as a class of molten salts that are liquid with Gel refers to a special dispersion system, in which the colloidal fusing point of below 100℃, consisting of organic cations and inorganic",line 23,1,ionic liquid,medium,standard,FALSE
P068,Contents lists available at ScienceDirect,P068_unidentified.pdf,2022,low,partial,performance_data,measurement,R-squared: 022,text extraction,,performance,medium,standard,TRUE
P068,Contents lists available at ScienceDirect,P068_unidentified.pdf,2022,low,partial,figure_caption,measurement,"Preparation approaches for ionic liquid-based gels.
(Table 1). ILs are polymerized to form PILs or polymerized with other
monomers to form the continuous phase of the gels. Usually, this kind of solid phase by radical polymerization.
gel is dispersed in water phase and referred as poly(ionic liquids",Figure 1,,Figure 1,medium,standard,FALSE
P068,Contents lists available at ScienceDirect,P068_unidentified.pdf,2022,low,partial,figure_caption,measurement,"(a, i) Photographs of the self-healing properties of hydrogel, (ii) Schematic diagram of the self-healing mechanism for hydrogels. Reproduced with permission.
[35] Copyright 2021, Royal Society of Chemistry. (b) Stretching curves of ionic gels at room different temperature, (iii) Self-healing mechan",Figure 3,,Figure 3,medium,standard,FALSE
P068,Contents lists available at ScienceDirect,P068_unidentified.pdf,2022,low,partial,figure_caption,measurement,"(a) GelMA and PEGDA reacted with BIL to form BioGel and BioPEG. Shear strength of BioGel (b) and BioPEG (c) at different BIL concentration. (d, e)
Photographs of blood coagulation test of BioGel (d) and BioPEG (e) with the increase of BIL concentration. Quantitative determination of coagulation time",Figure 5,,Figure 5,medium,standard,FALSE
P075,Ionic Gels and Their Applications in Stretchable Electronics,P075_unidentified.pdf,2018,low,partial,excerpt,general,Stretchable Materials www.mrc-journal.de Ionic Gels and Their Applications in Stretchable Electronics,line 2,1,stretchable,medium,standard,FALSE
P075,Ionic Gels and Their Applications in Stretchable Electronics,P075_unidentified.pdf,2018,low,partial,excerpt,general,"Ionic Gels and Their Applications in Stretchable Electronics Haifei Wang, Ziya Wang, Jian Yang, Chen Xu, Qi Zhang, and Zhengchun Peng*",line 3,1,ionic gel,medium,standard,FALSE
P075,Ionic Gels and Their Applications in Stretchable Electronics,P075_unidentified.pdf,2018,low,partial,excerpt,general,"Ionic gels represent a novel class of stretchable materials where ionic con- electronics, soft robotics, and implant- ducting liquid is immobilized in a polymer matrix. This review focuses on the able devices. In particular, E-skin, which",line 6,1,ionic gel,medium,standard,FALSE
P075,Ionic Gels and Their Applications in Stretchable Electronics,P075_unidentified.pdf,2018,low,partial,excerpt,general,"design of ionic gel materials and device fabrication of ionic-gel-based stretch- mechanical stretchability of human skin,",line 9,1,ionic gel,medium,standard,FALSE
P075,Ionic Gels and Their Applications in Stretchable Electronics,P075_unidentified.pdf,2018,low,partial,excerpt,general,"mechanical stretchability of human skin, able electronics. In particular, recent progress in ionic-gel-based electronic",line 10,1,mechanical,medium,standard,FALSE
P075,Ionic Gels and Their Applications in Stretchable Electronics,P075_unidentified.pdf,2018,low,partial,excerpt,interpretation,lowed by a discussion of challenges in developing ionic-gel-based electronics grated network of sensors that relay infor- and suggestions for future research directions that might overcome those mation about tactile and thermal stimuli,line 15,1,network,medium,standard,FALSE
P075,Ionic Gels and Their Applications in Stretchable Electronics,P075_unidentified.pdf,2018,low,partial,performance_data,measurement,Stretchability: 2000,text extraction,,performance,medium,standard,TRUE
P075,Ionic Gels and Their Applications in Stretchable Electronics,P075_unidentified.pdf,2018,low,partial,performance_data,measurement,R-squared: 00,text extraction,,performance,medium,standard,TRUE
P075,Ionic Gels and Their Applications in Stretchable Electronics,P075_unidentified.pdf,2018,low,partial,figure_caption,measurement,"Perspective applications of ionic-gel-based electronics. a) Bioinspired self-healing sensors. Reproduced with permission.[25] Copyright 2017,
Wiley-VCH. b) Micropatterned ionic-gel-based sensors. Reproduced with permission.[24] Copyright 2017, American Chemical Society. c) Soft tactile sen-
sors of ",Figure 1,,Figure 1,medium,standard,FALSE
P075,Ionic Gels and Their Applications in Stretchable Electronics,P075_unidentified.pdf,2018,low,partial,figure_caption,measurement,"Hybrid network hydrogel. a) Schematic illustration of hydrogels by copolymerization of N,N-dimethylacrylamide and methacrylic acid (i–iii)
and a proposed molecular mechanism of the stretching and recovery processes based on the proper balance between loose chemical covalent bonds
networks and the mu",Figure 3,,Figure 3,medium,standard,FALSE
P075,Ionic Gels and Their Applications in Stretchable Electronics,P075_unidentified.pdf,2018,low,partial,figure_caption,measurement,"Transparent, self-healing, highly stretchable ionic gels. a) Schematic illustration of healing process and chemical structure of polymer and
imidazolium cation. b) Physical and mechanical properties of gels: i) transmittance spectrum; ii) SEM image, scale bar, 10 µm; iii) tensile strain tests
of ion",Figure 5,,Figure 5,medium,standard,FALSE
P075,Ionic Gels and Their Applications in Stretchable Electronics,P075_unidentified.pdf,2018,low,partial,figure_caption,measurement,"Ionic-gel-based sensors. a) Interfacial capacitive pressure sensor based on the formation of an electrical double layer. Reproduced with
permission.[63] Copyright 2015, Wiley-VCH. b) Capacitive pressure sensor based on bioinspired supramolecular mineral hydrogel. Reproduced
with permission.[25] Copy",Figure 7,,Figure 7,medium,standard,FALSE
P075,Ionic Gels and Their Applications in Stretchable Electronics,P075_unidentified.pdf,2018,low,partial,figure_caption,measurement,"Light-emitting capacitive touch sensor based on ionic gel elec-
solid-state flexible supercapacitor fabricated with bacterial nano-
trode. a) Images of stretchable light-emitting capacitance. b) Schematic
illustration of five-layer structure. c) Multipixel electroluminescent dis- cellulose (BNC), CN",Figure 9,,Figure 9,medium,standard,FALSE
P075,Ionic Gels and Their Applications in Stretchable Electronics,P075_unidentified.pdf,2018,low,partial,figure_caption,measurement,"Electrochemiluminescent (ECL) device with an emissive gel In recent works, Huang and coworkers presented a new
layer. a) Schematic illustration of ionic-gel-based ECL and chemical spe- polymer electrolyte comprised of PAM hydrogel crosslinked
cies and reactions near the electrode (I–III). b) Photogr",Figure 11,,Figure 11,medium,standard,FALSE
P084,Electrolyte selection for supercapacitive devices:,P084_unidentified.pdf,2019,low,partial,excerpt,general,"articlediscussesfactorsthataffecttheoverallperformanceofthedevicessuchastheionicconductivity, Received14thJune2019 mobility, diffusion coefficient, radius of bare and hydrated spheres, ion solvation, viscosity, dielectric",line 13,1,conductivity,medium,standard,FALSE
P084,Electrolyte selection for supercapacitive devices:,P084_unidentified.pdf,2019,low,partial,excerpt,general,"and devices are intensively researched. In this regard, EES high electrical conductivity. The double layer here is due to devices such as batteries2–4 and supercapacitors5 are the “rst adsorptionofnegativeionsfromtheelectrolyteonthepositively",line 29,1,conductivity,medium,standard,FALSE
P084,Electrolyte selection for supercapacitive devices:,P084_unidentified.pdf,2019,low,partial,excerpt,general,"S conductivityandcapacitance,40butalowenergydensity,cycling forthem.26E isexpressedas1/2CV2,whereCisthecapacitance",line 127,4,conductivity,medium,standard,FALSE
P084,Electrolyte selection for supercapacitive devices:,P084_unidentified.pdf,2019,low,partial,excerpt,general,increasingtheC(whichisdeterminedbytheamountofcharge normally suffer from much lower ionic conductivity.42 Solid- stored by the electrode) and voltage (V) (dened as the differ-,line 132,4,conductivity,medium,standard,FALSE
P084,Electrolyte selection for supercapacitive devices:,P084_unidentified.pdf,2019,low,partial,excerpt,general,"SCDs such as ionic conductivity and mobility, diffusion coeffi- cient,radiusofhydratedspheres,solvation,dielectricconstant,",line 166,5,conductivity,medium,standard,FALSE
P084,Electrolyte selection for supercapacitive devices:,P084_unidentified.pdf,2019,low,partial,excerpt,general,section#3explainsconductivityofstate-of-the-artelectrolytesfor SCDs;acomprehensivereviewoftheroleofcationsandanions,line 173,5,conductivity,medium,standard,FALSE
P084,Electrolyte selection for supercapacitive devices:,P084_unidentified.pdf,2019,low,partial,performance_data,measurement,R-squared: 1,text extraction,,performance,medium,standard,TRUE
P084,Electrolyte selection for supercapacitive devices:,P084_unidentified.pdf,2019,low,partial,figure_caption,measurement,"fossilfuelreservesandlife-threateningenvironmentalhazards EDLCs store physically charges (physisorption) via the forma-
(e.g. increased greenhouse gas emission and water and air tion of an electric double layer (EDL) at the interface between
pollution). As a result, globally, zero-emission and renew",Figure 2,,Figure 2,medium,standard,FALSE
P084,Electrolyte selection for supercapacitive devices:,P084_unidentified.pdf,2019,low,partial,figure_caption,measurement,"and their ionic mobility decreased accordingly from K+ to Li+.
Theeffectofvariouselectrolytecations(H+,Li+,Na+,andK+)
The large ionic mobility and small hydration sphere radius of
on the electrochemical performance of graphene/polypyrrole
H+wereduetothejumpingtransferencemodebetweenwater
based super",Figure 6,,Figure 6,medium,standard,FALSE
P084,Electrolyte selection for supercapacitive devices:,P084_unidentified.pdf,2019,low,partial,figure_caption,measurement,"that the internal distribution of the electrode resistance
Theeffectoftheionic sizeofsmallquaternaryammonium increasesinthefollowingorderofsolvent:AN<GBL<PC.
BF salts on electrochemical double layer capacitors has been Organicelectrolyteshavealsobeenusedforpseudocapacitors
4
reported by Koh et al.;1",Figure 12,,Figure 12,medium,standard,FALSE
P084,Electrolyte selection for supercapacitive devices:,P084_unidentified.pdf,2019,low,partial,figure_caption,measurement,"rauoroborate) ILs have shown the best performance among
Protic ionic liquids have received limited interest as elec- other ILs. A series of ILs composed of [EMIM]+ cations and
trolytesforEDLCsduetotheirmuchloweroperativecellvoltage variousanionsincludingNTF ,BF ,EtSO ,DCA,andOAcwith
2 4 4
(1.2–2.5)",Figure 16,,Figure 16,medium,standard,FALSE
P084,Electrolyte selection for supercapacitive devices:,P084_unidentified.pdf,2019,low,partial,figure_caption,measurement,"Organic solvents have also been used in gel polymer based
electrolytes for supercapacitors to increase the working cell
voltageofthedevice.Theseorganicsolventbasedgelpolymer
electrolytes are also known as organogel electrolytes. Various
polymerhostssuchasPMMA,polyvinylpyrrolidone(PVP),PEO,
PEEK,andc",Figure 22,,Figure 22,medium,standard,FALSE
P089,Ionic Liquid-Based Gels for Applications in Electrochemical,P089_unidentified.pdf,2021,low,partial,abstract,general,"Ionicliquids(ILs)aremoltensaltsthatareentirelycomposedofionsandhavemelting
temperaturesbelow100◦C.Whenimmobilizedinpolymericmatricesbysol–gelorchemicalpolymer-
ization,theygenerategelsknownasiongels,ionogels,ionicgels,andsoon,whichmaybeusedfora
varietyofelectrochemicalapplications.OneofthemostsignificantresearchdomainsforIL-based
gelsistheenergyindustry,notablyforenergystorageandconversiondevices,duetorisingdemand
(cid:1)(cid:2)(cid:3)(cid:1)(cid:4)(cid:5)(cid:6)(cid:7)(cid:8)(cid:1) forclean,su",abstract section,1,abstract,medium,standard,TRUE
P089,Ionic Liquid-Based Gels for Applications in Electrochemical,P089_unidentified.pdf,2021,low,partial,excerpt,general,Ionic Liquid-Based Gels for Applications in Electrochemical Energy Storage and Conversion Devices: A Review of Recent,line 3,1,ionic liquid,medium,standard,FALSE
P089,Ionic Liquid-Based Gels for Applications in Electrochemical,P089_unidentified.pdf,2021,low,partial,excerpt,general,"4 DepartmentofMechanicalSystemsEngineering,YamagataUniversity,4Chome-3-16Jonan, Yonezawa992-8510,Yamagata,Japan;nahin@yz.yamagata-u.ac.jp",line 14,1,mechanical,medium,standard,FALSE
P089,Ionic Liquid-Based Gels for Applications in Electrochemical,P089_unidentified.pdf,2021,low,partial,excerpt,general,"ization,theygenerategelsknownasiongels,ionogels,ionicgels,andsoon,whichmaybeusedfora varietyofelectrochemicalapplications.OneofthemostsignificantresearchdomainsforIL-based",line 19,1,ionogel,medium,standard,FALSE
P089,Ionic Liquid-Based Gels for Applications in Electrochemical,P089_unidentified.pdf,2021,low,partial,excerpt,general,"stability,andstrongionicconductivity,IL-basedgelsappeartomeetthestringentdemands/criteria Citation:Sultana,S.;Ahmed,K.; ofthesediverseapplicationdomains.ThisarticlefocusesonthesynthesispathwaysofIL-basedgel",line 24,1,conductivity,medium,standard,FALSE
P089,Ionic Liquid-Based Gels for Applications in Electrochemical,P089_unidentified.pdf,2021,low,partial,excerpt,general,Gels are three-dimensional networks of cross-linked polymeric units in liquid systems publishedmapsandinstitutionalaffil-,line 46,2,network,medium,standard,FALSE
P089,Ionic Liquid-Based Gels for Applications in Electrochemical,P089_unidentified.pdf,2021,low,partial,excerpt,general,"water/solventswellability,materialspermeability,andtunablemechanicalelasticity[7,8]. Additionally,asuperiorabilitytoserveasbiocompatiblematerialsandfortransportingions",line 50,2,mechanical,medium,standard,FALSE
P089,Ionic Liquid-Based Gels for Applications in Electrochemical,P089_unidentified.pdf,2021,low,partial,performance_data,measurement,R-squared: 021,text extraction,,performance,medium,standard,TRUE
P089,Ionic Liquid-Based Gels for Applications in Electrochemical,P089_unidentified.pdf,2021,low,partial,figure_caption,measurement,(a) FESEM image of the surface of IE-T electrolyte; (b) FESEM image of the cross-section,Figure 1,,Figure 1,medium,standard,FALSE
P089,Ionic Liquid-Based Gels for Applications in Electrochemical,P089_unidentified.pdf,2021,low,partial,figure_caption,measurement,"(a)SFyignuthrees 2is. (Ha)P S-yAnathnedsiIsL H-bPas-Aed agnedl IfrLo-mbasHePd- gAelb fyropmho HtoPp-oAly bmye prhizoattoiopnol[y4m4]earnizdat(ibo)nb [a4s4ic] and (b) basic
overviewofpoovleyrmvieerw/i onfo prgoalynmicehry/ibnroidrgealnecictr hoylybtreid(H eEle)c[t3ro4l]y.te (HE) [34].
Previous public",Figure 2,,Figure 2,medium,standard,FALSE
P089,Ionic Liquid-Based Gels for Applications in Electrochemical,P089_unidentified.pdf,2021,low,partial,figure_caption,measurement,Schematic illustration of (a) spin-coating of TMOS/VTEOS IL-based gel electrolyte. (b) GV,Figure 4,,Figure 4,medium,standard,FALSE
P089,Ionic Liquid-Based Gels for Applications in Electrochemical,P089_unidentified.pdf,2021,low,partial,figure_caption,measurement,Proportion regulation and optimization of components in Na-IL/P(VDF–HFP)@SBA-15:,Figure 5,,Figure 5,medium,standard,FALSE
P089,Ionic Liquid-Based Gels for Applications in Electrochemical,P089_unidentified.pdf,2021,low,partial,figure_caption,measurement,(a) TGA showing the thermal stability of the pristine IL and of the IL–based gel; (b) con-,Figure 7,,Figure 7,medium,standard,FALSE
P090,Ionics(2016)22:1259–1279,P090_unidentified.pdf,2016,medium,good,abstract,general,"Inthispaper,wereviewdifferenttypesofpolymer CPE Compositepolymerelectrolyte
electrolytes,recentapproachesandtechnologicalapplications DBP Dibutylphthalate
ofpolymerelectrolytes.Thereportfirstdiscussesthecharac- DEC Diethylcarbonate
teristics,advantagesandapplicationsforthreetypesofpoly- DEP Diethylphthalate
merelectrolytes:gelpolymerelectrolytes,solidpolymerelec- DMC Dimethylcarbonate
trolytesandcompositepolymerelectrolytes.Next,wediscuss DMF Dimethylformamide
thefeaturesandperformanceofdifferen",abstract section,1,abstract,high,standard,TRUE
P090,Ionics(2016)22:1259–1279,P090_unidentified.pdf,2016,medium,good,conclusion,method,"merelectrolytes.ThermochimActa511:140–146
11. RameshS,UmaO,ShantiR,YiLJ,RameshK(2014)Preparation
Theuseofpolymerelectrolytesinvariouselectrical,electro- andcharacterizationofpoly(ethylmethacrylate)basedpolymer
electrolytes doped with 1-butyl-3-methylimidazolium
chemical and electrochromic devices has advanced much in
trifluoromethane-sulfonate.Measurement48:263–273
recentyears.Manypolymer hostshavebeenstudied and re-
12. SanchezJY,AlloinandF,LepmiCP(1998)Polymericmaterialsin
ported in the litera",conclusion section,end,conclusion,high,standard,TRUE
P090,Ionics(2016)22:1259–1279,P090_unidentified.pdf,2016,medium,good,excerpt,general,hosts .Application .Ionicconductivity.Capacitor LiCF 3 SO 3 Lithiumtriflate LiClO Lithiumperchlorate,line 27,1,conductivity,medium,standard,FALSE
P090,Ionics(2016)22:1259–1279,P090_unidentified.pdf,2016,medium,good,excerpt,general,"bepreparedbydissolvingmetal salts inpolar polymer hosts combustiblereactionproductsonthe electrodesurface[7,8, [6].ThelaunchofPEasanewsolid-statematerialhascaused 15–17].",line 121,4,metal salt,medium,standard,FALSE
P090,Ionics(2016)22:1259–1279,P090_unidentified.pdf,2016,medium,good,excerpt,measurement,"transparency, solvent-free, light-weight, flexibility, thin-film Ionic conductivity is the most important property of the forming ability, high ionic conductivity, easy processability PEs. The ionic conductivity is closely related to the degree",line 131,4,conductivity,medium,standard,FALSE
P090,Ionics(2016)22:1259–1279,P090_unidentified.pdf,2016,medium,good,excerpt,general,"forming ability, high ionic conductivity, easy processability PEs. The ionic conductivity is closely related to the degree Ionics(2016)22:1259–1279 1261",line 132,4,conductivity,medium,standard,FALSE
P090,Ionics(2016)22:1259–1279,P090_unidentified.pdf,2016,medium,good,excerpt,general,"ofcrystallinityandtheviscosityofthePEs[31].Crystalline- electrolytes leads to poor mechanical strength [40, 41]. basedPEshavehigherdegreeofcrystallinity.Theionshave Insufficient mechanical strength means that it is unable to",line 144,4,mechanical,medium,standard,TRUE
P090,Ionics(2016)22:1259–1279,P090_unidentified.pdf,2016,medium,good,excerpt,general,"basedPEshavehigherdegreeofcrystallinity.Theionshave Insufficient mechanical strength means that it is unable to lowmobilityincrystallinephase,andthisleadstolowerionic withstand the stress between an anode and a cathode [39].",line 145,4,mechanical,medium,standard,TRUE
P090,Ionics(2016)22:1259–1279,P090_unidentified.pdf,2016,medium,good,performance_data,measurement,R-squared: 3,text extraction,,performance,medium,standard,TRUE
P090,Ionics(2016)22:1259–1279,P090_unidentified.pdf,2016,medium,good,figure_caption,measurement,"The copolymer exhibitsbetterfea-
reported an improved ionic conductivity after the PMMA- tures compared with the monomers alone which could be
PVC-basedPEisblendedwithLiTFSI[77].Blendingoflith- attributedtothesynergisticeffectsinthecombinedstructure.
iumsaltisaconventionalapproachtoreducethecrystall",Figure 4,,Figure 4,medium,standard,FALSE
P090,Ionics(2016)22:1259–1279,P090_unidentified.pdf,2016,medium,good,figure_caption,measurement,"nature [49]. Composite polymer electrolyte can be prepared
by blending the polymers with fillers [51] or adding small
Fillers nanoparticles/fillers such as zeolites, MgO, Al O , SiO or
2 3 2
TiO [60, 61, 136].Alumina,a ceramic fillerwithlargesur-
2
Addition of electrochemically inert and small parti",Figure 5,,Figure 5,medium,standard,FALSE
P090,Ionics(2016)22:1259–1279,P090_unidentified.pdf,2016,medium,good,figure_caption,measurement,"The en-
ergy storage of EDLC is carried out by the charge in the
electrical double layer on the interface between a carbon
electrode and an aqueous electrolyte [189, 190]. The ca-
pacitance is associated with the charging/discharging of
the electrical double layer [179]. The characteristics of
the e",Figure 9,,Figure 9,medium,standard,FALSE
P091,"Howtocite:Angew.Chem.Int.Ed.2025,64,e202506559",P091_unidentified.pdf,2025,low,good,abstract,general,"Invarioustypesofintelligentdevices,suchasbionicrobots,flexiblepolymericelastomericmaterialsareessential
for their operation, alongside the rigid skeleton. Conventional polymeric elastomeric materials, however, encounter
a compromise between intelligence and mechanical robustness. Here, we construct ionic gel-based elastomers that
harmoniously merge high intelligence with superior mechanical attributes by employing molecularly entangled nodes
thatfacilitatepolymerchainentanglement.Theentanglednod",abstract section,1,abstract,high,high_relevance_pu,TRUE
P091,"Howtocite:Angew.Chem.Int.Ed.2025,64,e202506559",P091_unidentified.pdf,2025,low,good,conclusion,finding,"[1] M.Yip,S.Salcudean,K.Goldberg,K.Althoefer,A.Menciassi,
J.D.Opfermann,A.Krieger,K.Swaminathan,C.J.Walsh,H.
Wehavesuccessfullydesignedandfabricatednovelionicgel H.Huang,I.C.Lee,Science2023,381,141–146.
elastomersbyinducingtheentanglementsofpolymerchains [2] T.Dai,S.Vijayakrishnan,F.T.Szczypinski,J.F.Ayme,E.Simaei,
viamolecularlyentanglednodes.Theseelastomersintegrate T.Fellowes,R.Clowes,L.Kotopanov,C.E.Shields,Z.Zhou,J.
remarkable mechanical and intelligent properties, including W.Ward,A.I.Coop",conclusion section,end,conclusion,high,high_relevance_pu,TRUE
P091,"Howtocite:Angew.Chem.Int.Ed.2025,64,e202506559",P091_unidentified.pdf,2025,low,good,excerpt,general,Robust Ionic Gel Elastomers Derived from Molecularly Entangled Nodes,line 4,1,ionic gel,medium,high_relevance_pu,FALSE
P091,"Howtocite:Angew.Chem.Int.Ed.2025,64,e202506559",P091_unidentified.pdf,2025,low,good,excerpt,general,"a compromise between intelligence and mechanical robustness. Here, we construct ionic gel-based elastomers that harmoniously merge high intelligence with superior mechanical attributes by employing molecularly entangled nodes",line 11,1,ionic gel,medium,high_relevance_pu,FALSE
P091,"Howtocite:Angew.Chem.Int.Ed.2025,64,e202506559",P091_unidentified.pdf,2025,low,good,excerpt,general,"harmoniously merge high intelligence with superior mechanical attributes by employing molecularly entangled nodes thatfacilitatepolymerchainentanglement.Theentanglednodes’dynamicinterplayenablesstress-induceddissociation,",line 12,1,mechanical,medium,standard,FALSE
P091,"Howtocite:Angew.Chem.Int.Ed.2025,64,e202506559",P091_unidentified.pdf,2025,low,good,excerpt,general,"promoting polymer chain slippage that effectively dissipates energy and disperses stress. Consequently, these ionic gel- based elastomers exhibit a tensile strength of 33.5 ± 0.5 MPa and a strain capacity of 4000 ± 280%, maintaining stable",line 14,1,ionic gel,medium,high_relevance_pu,TRUE
P091,"Howtocite:Angew.Chem.Int.Ed.2025,64,e202506559",P091_unidentified.pdf,2025,low,good,excerpt,general,"The rise of intelligent devices has provided new momentum towithstandchronicmechanicalstress.[6–8]Moreimportantly, forsocietaladvancement,[1,2] withthesynergisticintegration they must also possess intelligent sensing and adaptive",line 20,1,mechanical,medium,standard,FALSE
P091,"Howtocite:Angew.Chem.Int.Ed.2025,64,e202506559",P091_unidentified.pdf,2025,low,good,excerpt,general,"Prof.Y.Wang,Prof.G.Li,Prof.F.Huang mechanical integrity due to issues such as polymer network DepartmentofChemistry,StoddartInstituteofMolecularScience,",line 27,1,mechanical,medium,standard,FALSE
P091,"Howtocite:Angew.Chem.Int.Ed.2025,64,e202506559",P091_unidentified.pdf,2025,low,good,performance_data,measurement,Elongation at break: 300,text extraction,,performance,medium,standard,TRUE
