paper_id,title,file_name,year,priority,extraction_quality,evidence_type,claim_type,evidence_text,figure_table_source,page_est,keyword,confidence,relevance,ml_feature_candidate
P038,: Polymeric Biomaterials: Diverse,P038_unidentified.pdf,2017,medium,good,figure_caption,measurement,"Examplesofmodularengineeredhydrogelsassembledviareprogrammeddomainassociationthroughmolecularrecognition.(A)Artificial
proteinsEPEandEREconsistofterminalcysteineresidues,elastin-likeend-blocksE,andeitherthePorRmidblockdomain.EREalsocontainsan
octapeptide recognition sequence M for proteolytic cleava",Figure 5,,Figure 5,medium,standard,FALSE
P038,: Polymeric Biomaterials: Diverse,P038_unidentified.pdf,2017,medium,good,figure_caption,measurement,"Purepopulationsofmarker-positivecellsattainedthroughpolymerization.(A)Cellsareimmunolabeledwithpolymerizationinitiators,and
protective coatings are formed only on initiator labeled cells. Unprotected cells are lysed while coated cells are viable. (B) Naive Jurkat cells.
(C)UncoatedJurkatcellsarelyse",Figure 7,,Figure 7,medium,standard,FALSE
P040,"CiteThis:Macromolecules2017,50,9525−9527",P040_unidentified.pdf,2017,medium,partial,conclusion,finding,"the the past five decades. This is not the place to go in detail into
50th anniversary of Macromolecules. The journal has thejustificationfortheseselections,butafewcommentsarein
published a series of 24 50th Anniversary Perspectives by order.Thetopchoicewilllikelyengenderlittleargument.Until
leadingexpertsaroundtheworld,whichwehopewillbecomea the1980s,modelpolymerswerepreparedalmostexclusivelyby
great resource to the community for years to
come.1−24
These living anionic polymerization. This grea",conclusion section,end,conclusion,medium,standard,FALSE
P040,"CiteThis:Macromolecules2017,50,9525−9527",P040_unidentified.pdf,2017,medium,partial,excerpt,general,These living anionic polymerization. This greatly restricted both the papers provide personal insights into many of the great polymers that could be prepared and the number of,line 11,1,ionic,medium,standard,FALSE
P040,"CiteThis:Macromolecules2017,50,9525−9527",P040_unidentified.pdf,2017,medium,partial,excerpt,general,"lationsdeservesextracomment.Thepowerofbothhardware Perspective: Polymeric Biomaterials: Diverse Functions Enabled by and current algorithms has elevated simulations to the level of Advances in Macromolecular Chemistry. Macromolecules 2017, 50,",line 103,3,biomaterial,medium,standard,FALSE
P040,"CiteThis:Macromolecules2017,50,9525−9527",P040_unidentified.pdf,2017,medium,partial,excerpt,general,"Matrix Membranes for Gas and Vapor Separation: A Review and AUTHOR INFORMATION Prospective Opportunities. Macromolecules 2017,50, 7809−7843.",line 171,5,review,medium,standard,FALSE
P070,OPEN ACCESS,P070_unidentified.pdf,2009,medium,partial,conclusion,general,"Triboelectricnanogenerator(TENG) isconsideredasapotential solution tohar-
vest distributed energy for the sustainable and reliable power supply of the
internet of things. Although numerous researches on alternating current (AC)
output TENG from fundamental physics to potential applications have been
widely promoted in recent years, the studies about direct current (DC) output
TENGisjustbeginning,especiallyforaconstantcurrentoutput.Thisworkgives
the summary of recent key researches from AC-TENG t",conclusion section,end,conclusion,medium,standard,FALSE
P070,OPEN ACCESS,P070_unidentified.pdf,2009,medium,partial,excerpt,general,"ithasattractedsignificantattentionasanemergingmechanicalenergyharvestingtechnologyowingtoits variousmeritsofsimplestructure,lightweight,diversechoiceofmaterials,lowcost,andhighefficiency",line 81,3,mechanical,medium,standard,FALSE
P070,OPEN ACCESS,P070_unidentified.pdf,2009,medium,partial,excerpt,general,"Inrecentyears,thereareseveralelaboratereviewsaboutAC-TENG(Wang,2014,2020b;WangandWang, 2019;Wuetal.,2019;Zhouetal.,2020b).However,thestudiesofDC-TENGhavenotbeenreviewedtill",line 99,3,review,medium,standard,FALSE
P070,OPEN ACCESS,P070_unidentified.pdf,2009,medium,partial,excerpt,general,"2019;Wuetal.,2019;Zhouetal.,2020b).However,thestudiesofDC-TENGhavenotbeenreviewedtill now.Webelieveatimelyreviewonthistopicisveryimportantforfuturedevelopmentofthenew-gener-",line 100,3,review,medium,standard,FALSE
P070,OPEN ACCESS,P070_unidentified.pdf,2009,medium,partial,figure_caption,measurement,"ThemechanismandoutputsofgeneralizedTENGbasedonCE
ion transfer, where electron transfer plays a dominant role in liquid-solid CE (Lin et al., 2020b; Wang,
2020b).
ThedistancebetweentwoatomswhereCEoccursisexploredbymeasuringthesurfacepotentialusing
KPFMinatappingmode(Lietal.,2016;Linetal.,2020a).Thesu",Figure 1,,Figure 1,medium,standard,FALSE
P070,OPEN ACCESS,P070_unidentified.pdf,2009,medium,partial,figure_caption,measurement,"FourworkingmodesofAC-TENG
(A–D)(A)Thecontact-separationmode,(B)lateral-slidingmode,(C)single-electrodemode,and(D)freestanding
triboelectric-layermodeTENG.
(E)ThecapacitormodeloftwotypesofAC-TENG.
widelyusedinrotarymodeenergyharvestingsuchaswindandwaterflowenergy.Thesliding-typeAC-
TENGhastheadvantag",Figure 3,,Figure 3,medium,standard,FALSE
P070,OPEN ACCESS,P070_unidentified.pdf,2009,medium,partial,figure_caption,measurement,"FigureofmeritsforTENGs
Reprintedfrom(Zietal.,2015)withpermission,Copyrightª2015SpringerNature.
(A)SchematicdiagramoftheLSmodeTENG.
(B)Thecyclesforenergyoutputattheloadresistanceof100MU.
(C)ThemaximumFOMsofdifferentstructuralTENGfromFEMsimulations.
(D)Themeasurementdiagramwithliquidmetalasoneelectrod",Figure 5,,Figure 5,medium,standard,FALSE
P070,OPEN ACCESS,P070_unidentified.pdf,2009,medium,partial,figure_caption,measurement,"PhasecontrolforTENG
(A)(i)Schematicdescriptionofthemulti-phaserotation-typeTENG.(ii)Multi-phasemanagementcircuitdiagramoftheMP-TENG.(iii)Outputvoltageofthe
MP-TENGwithdifferentphasesduringonecycle.Adoptedfrom(Ryuetal.,2018).
(B)(i)SchematicdiagramofthestructuralrelationshipofphaseandgroupinthisDC-TE",Figure 7,,Figure 7,medium,standard,FALSE
P070,OPEN ACCESS,P070_unidentified.pdf,2009,medium,partial,figure_caption,measurement,"ConstantcurrentTENGarisingfromelectrostaticbreakdown
Adoptedfrom(Liuetal.,2020b).
(A)WorkingmechanismoftheslidingmodeDC-TENG.
(B)ThebasicprincipleoftheDC-TENGfromacircuitperspective.
Recently,Yoonetal.(2020)reportedamicro-discharge-basedDC-TENGviaaccumulationoftriboelectric
chargesinatmosphericcondi",Figure 9,,Figure 9,medium,standard,FALSE
P102,Recent Advances in the Design of Ionenes: Toward,P102_unidentified.pdf,2019,medium,partial,excerpt,general,Recent Advances in the Design of Ionenes: Toward Convergence with High-Performance Polymers,line 3,1,recent advance,medium,standard,FALSE
P102,Recent Advances in the Design of Ionenes: Toward,P102_unidentified.pdf,2019,medium,partial,excerpt,general,"Ionenes, condensation polymers wherein the charge (typically cationic) mers, the earliest studied uses of ILs were lies directly within the polymer backbone, have been known for over 85 as plasticizers[13,14] and as solvents for",line 7,1,ionic,medium,standard,FALSE
P102,Recent Advances in the Design of Ionenes: Toward,P102_unidentified.pdf,2019,medium,partial,excerpt,general,"growth of research in imidazolium-based ionic liquids (ILs), wherein the number of reports by Bara and co-workers combination of ionenes with ILs can yield unexpected behaviors. Further- in this area.[32–40] Lodge identified the",line 23,1,ionic,medium,standard,FALSE
P102,Recent Advances in the Design of Ionenes: Toward,P102_unidentified.pdf,2019,medium,partial,figure_caption,measurement,"Examples of IL monomers and representations of typical cati-
onic imidazolium poly(IL) structure with free bistriflimide (TfN−) anions and synthesis of new monomers and ionic polymers; ionic
2
(top) and sulfonimide anionic poly(IL) with “free” Li+ cations (bottom). liquids and their interactions wit",Figure 1,,Figure 1,medium,standard,FALSE
P102,Recent Advances in the Design of Ionenes: Toward,P102_unidentified.pdf,2019,medium,partial,figure_caption,measurement,"Repeat unit of imidazolium-based ionene (left) and picture of melt-pressed film (right). N N
Photograph reproduced with permission.[58] Copyright 2010, Elsevier. fonated product. The H+ catalytic activity
of this ionene was demonstrated through
the condensation of napthol, benzalde-
hyde, and either",Figure 3,,Figure 3,medium,standard,FALSE
P102,Recent Advances in the Design of Ionenes: Toward,P102_unidentified.pdf,2019,medium,partial,figure_caption,measurement,"OH− stable ionenes with polybenzimidazolium backbones synthesized by Thomas[91] (left) and Wright[65] (right).
Scheme 4. Synthesis of OH− stable ionenes containing N-spirocyclic 4o ammonium salts by Pham et al.[66]
Macromol. Chem. Phys. 2019, 220, 1900078 1900078 (5 of 17) © 2019 WILEY-VCH Verlag Gm",Figure 5,,Figure 5,medium,standard,FALSE
P102,Recent Advances in the Design of Ionenes: Toward,P102_unidentified.pdf,2019,medium,partial,figure_caption,measurement,"[93–95] (MDA) and 4,4′-(hexafluoroisopropylidene)diphthalic anhydride
Specifically, the polyimide-ionene in Figure 6 contains a bipyri- (6-FDA) to form random and block copolymers that contain imi-
dinium moiety which would be classified as a viologen, meaning dazolium cations within the polymer bac",Figure 6,,Figure 6,medium,standard,FALSE
P102,Recent Advances in the Design of Ionenes: Toward,P102_unidentified.pdf,2019,medium,partial,figure_caption,measurement,"Synthesis of perylene-containing ammonium polyimide ionene-zwitterion with pendant sulfonate anions with inset photograph of 0.1 mg
mL−1 of ionenes (R = Br, 50 mol% copolymer with TMHDA) in water and TFE under a) ambient light and b) 365 nm UV light. Photographs reproduced
with permission.[100] Copy",Figure 8,,Figure 8,medium,standard,FALSE
P139,INSIGHTS | PERSPECTIVES,P139_unidentified.pdf,2023,medium,partial,excerpt,general,A more biofriendly piezoelectric material A ferroelectric molecular crystal displays characteristics required for implantation,line 3,1,piezoelectric,medium,standard,FALSE
P139,INSIGHTS | PERSPECTIVES,P139_unidentified.pdf,2023,medium,partial,excerpt,finding,"their design because they convert mechan- piezoelectric performance of these molec- biocompatibility, as demonstrated by cul- ical force into electricity and vice versa (1). ular crystals falls substantially short, with turing the film with multiple types of cells,",line 13,1,piezoelectric,medium,standard,FALSE
P139,INSIGHTS | PERSPECTIVES,P139_unidentified.pdf,2023,medium,partial,excerpt,general,"However, traditional piezoelectrics such low piezoelectric coefficients (d ) of ≤40 these films also had no discernible toxicity 33",line 15,1,piezoelectric,medium,standard,FALSE
P194,Progress in Polymer Science 120 (2021) 101430,P194_unidentified.pdf,2021,medium,partial,excerpt,general,Progress in Polymer Science 120 (2021) 101430 Contents lists available at ScienceDirect,line 1,1,progress,medium,standard,FALSE
P194,Progress in Polymer Science 120 (2021) 101430,P194_unidentified.pdf,2021,medium,partial,excerpt,general,"Bio-based polyesters: Recent progress and future prospects Qinan Zhang a , b, Mengze Song a , b, Yanyan Xu a , b, Wencai Wang a , b, c, Zhao Wang a , b , c , ∗,",line 5,1,progress,medium,standard,FALSE
